Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),276
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,499457.02
Extraction Timestamp,20250727_182500
Monthly Income,"12,000.00"
Total Investment Amount,"1,687,782.69"
Total Investment Final Value,"3,989,013.44"
Total Investment Profit After Tax,"1,216,352.95"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"7,019.31"
Weighted Cost (should be ~0),-0.04
Weighted Investment Profit,"624,217.27"
Weighted Calculation Converged,Yes
