Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),264
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,636224.00
Extraction Timestamp,20250727_190540
Monthly Income,"12,000.00"
Total Investment Amount,"1,197,617.43"
Total Investment Final Value,"2,770,052.61"
Total Investment Profit After Tax,"826,919.59"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"8,773.86"
Weighted Cost (should be ~0),-0.98
Weighted Investment Profit,"970,381.59"
Weighted Calculation Converged,Yes
