Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),132
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,142608.61
Extraction Timestamp,20250727_174354
Monthly Income,"12,000.00"
Total Investment Amount,"220,200.92"
Total Investment Final Value,"353,561.03"
Total Investment Profit After Tax,"64,412.06"
Effective Annual Return After Tax,3.81%
Weighted Monthly Payment (30 years),"8,075.30"
Weighted Cost (should be ~0),-0.65
Weighted Investment Profit,"363,798.44"
Weighted Calculation Converged,Yes
