Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),228
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,561786.70
Extraction Timestamp,20250728_083417
Monthly Income,"12,000.00"
Total Investment Amount,"796,753.03"
Total Investment Final Value,"1,659,416.62"
Total Investment Profit After Tax,"443,858.10"
Effective Annual Return After Tax,3.43%
Weighted Monthly Payment (30 years),"9,238.03"
Weighted Cost (should be ~0),0.23
Weighted Investment Profit,"939,247.21"
Weighted Calculation Converged,Yes
