Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),360
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,375174.29
Extraction Timestamp,20250727_195850
Monthly Income,"12,000.00"
Total Investment Amount,"2,778,220.41"
Total Investment Final Value,"9,296,978.76"
Total Investment Profit After Tax,"3,642,890.60"
Effective Annual Return After Tax,3.62%
Weighted Monthly Payment (30 years),"5,290.25"
Weighted Cost (should be ~0),0.60
Weighted Investment Profit,"541,780.19"
Weighted Calculation Converged,Yes
