Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),180
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,334585.35
Extraction Timestamp,20250727_193615
Monthly Income,"12,000.00"
Total Investment Amount,"658,400.33"
Total Investment Final Value,"1,129,297.96"
Total Investment Profit After Tax,"233,337.89"
Effective Annual Return After Tax,3.17%
Weighted Monthly Payment (30 years),"7,929.46"
Weighted Cost (should be ~0),0.33
Weighted Investment Profit,"501,600.00"
Weighted Calculation Converged,Yes
