Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),204
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,485189.17
Extraction Timestamp,20250727_194115
Monthly Income,"12,000.00"
Total Investment Amount,"657,139.74"
Total Investment Final Value,"1,241,565.89"
Total Investment Profit After Tax,"295,256.16"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"8,977.50"
Weighted Cost (should be ~0),-0.52
Weighted Investment Profit,"790,859.74"
Weighted Calculation Converged,Yes
