Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),324
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,476710.69
Extraction Timestamp,20250727_163153
Monthly Income,"12,000.00"
Total Investment Amount,"1,745,835.24"
Total Investment Final Value,"5,593,549.31"
Total Investment Profit After Tax,"2,119,548.58"
Effective Annual Return After Tax,3.89%
Weighted Monthly Payment (30 years),"7,727.95"
Weighted Cost (should be ~0),-0.26
Weighted Investment Profit,"1,142,164.50"
Weighted Calculation Converged,Yes
