Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),216
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,267728.35
Extraction Timestamp,20250727_181640
Monthly Income,"12,000.00"
Total Investment Amount,"1,207,561.44"
Total Investment Final Value,"2,371,009.26"
Total Investment Profit After Tax,"592,094.47"
Effective Annual Return After Tax,3.32%
Weighted Monthly Payment (30 years),"6,511.78"
Weighted Cost (should be ~0),-0.36
Weighted Investment Profit,"384,438.21"
Weighted Calculation Converged,Yes
