Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),168
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,339661.02
Extraction Timestamp,20250727_160447
Monthly Income,"12,000.00"
Total Investment Amount,"354,679.60"
Total Investment Final Value,"624,074.03"
Total Investment Profit After Tax,"133,334.02"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"9,026.71"
Weighted Cost (should be ~0),0.46
Weighted Investment Profit,"661,320.85"
Weighted Calculation Converged,Yes
