Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),288
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,792154.46
Extraction Timestamp,20250727_190504
Monthly Income,"12,000.00"
Total Investment Amount,"1,158,215.04"
Total Investment Final Value,"3,018,514.37"
Total Investment Profit After Tax,"997,279.17"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"9,735.70"
Weighted Cost (should be ~0),-0.86
Weighted Investment Profit,"1,297,784.10"
Weighted Calculation Converged,Yes
