Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),180
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,430827.85
Extraction Timestamp,20250728_084716
Monthly Income,"12,000.00"
Total Investment Amount,"412,643.26"
Total Investment Final Value,"730,113.49"
Total Investment Profit After Tax,"157,982.35"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"9,290.35"
Weighted Cost (should be ~0),0.58
Weighted Investment Profit,"747,357.32"
Weighted Calculation Converged,Yes
