Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),204
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,271938.11
Extraction Timestamp,20250727_172824
Monthly Income,"12,000.00"
Total Investment Amount,"742,406.43"
Total Investment Final Value,"1,531,047.26"
Total Investment Profit After Tax,"401,463.05"
Effective Annual Return After Tax,3.79%
Weighted Monthly Payment (30 years),"8,185.39"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"705,593.59"
Weighted Calculation Converged,Yes
