Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),360
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,469724.48
Extraction Timestamp,20250729_014112
Monthly Income,"12,000.00"
Total Investment Amount,"2,433,437.37"
Total Investment Final Value,"8,906,440.70"
Total Investment Profit After Tax,"3,640,462.62"
Effective Annual Return After Tax,3.91%
Weighted Monthly Payment (30 years),"5,881.04"
Weighted Cost (should be ~0),-0.76
Weighted Investment Profit,"886,561.87"
Weighted Calculation Converged,Yes
