Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),264
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,546932.94
Extraction Timestamp,20250727_184354
Monthly Income,"12,000.00"
Total Investment Amount,"1,364,115.11"
Total Investment Final Value,"3,141,889.16"
Total Investment Profit After Tax,"934,210.22"
Effective Annual Return After Tax,3.37%
Weighted Monthly Payment (30 years),"7,966.31"
Weighted Cost (should be ~0),0.47
Weighted Investment Profit,"803,885.36"
Weighted Calculation Converged,Yes
