Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),312
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,762287.39
Extraction Timestamp,20250728_105358
Monthly Income,"12,000.00"
Total Investment Amount,"1,807,649.55"
Total Investment Final Value,"4,739,493.57"
Total Investment Profit After Tax,"1,582,162.10"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"8,137.78"
Weighted Cost (should be ~0),-0.23
Weighted Investment Profit,"936,350.22"
Weighted Calculation Converged,Yes
