Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),120
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,125881.25
Extraction Timestamp,20250727_163655
Monthly Income,"12,000.00"
Total Investment Amount,"146,695.65"
Total Investment Final Value,"223,362.45"
Total Investment Profit After Tax,"36,654.24"
Effective Annual Return After Tax,3.71%
Weighted Monthly Payment (30 years),"7,963.73"
Weighted Cost (should be ~0),-0.36
Weighted Investment Profit,"293,303.99"
Weighted Calculation Converged,Yes
