Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),360
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,454347.38
Extraction Timestamp,20250728_082910
Monthly Income,"12,000.00"
Total Investment Amount,"2,539,012.47"
Total Investment Final Value,"8,651,003.84"
Total Investment Profit After Tax,"3,420,977.71"
Effective Annual Return After Tax,3.68%
Weighted Monthly Payment (30 years),"6,122.54"
Weighted Cost (should be ~0),0.13
Weighted Investment Profit,"780,987.67"
Weighted Calculation Converged,Yes
