Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),216
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,606723.20
Extraction Timestamp,20250727_182314
Monthly Income,"12,000.00"
Total Investment Amount,"803,532.45"
Total Investment Final Value,"1,472,790.57"
Total Investment Profit After Tax,"337,995.79"
Effective Annual Return After Tax,2.97%
Weighted Monthly Payment (30 years),"9,027.48"
Weighted Cost (should be ~0),0.26
Weighted Investment Profit,"788,467.81"
Weighted Calculation Converged,Yes
