Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),300
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,860362.12
Extraction Timestamp,20250727_173935
Monthly Income,"12,000.00"
Total Investment Amount,"1,249,228.40"
Total Investment Final Value,"3,349,836.21"
Total Investment Profit After Tax,"1,133,320.47"
Effective Annual Return After Tax,3.53%
Weighted Monthly Payment (30 years),"9,814.64"
Weighted Cost (should be ~0),-0.88
Weighted Investment Profit,"1,350,770.72"
Weighted Calculation Converged,Yes
