Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),300
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,806755.79
Extraction Timestamp,20250728_094639
Monthly Income,"12,000.00"
Total Investment Amount,"1,529,610.49"
Total Investment Final Value,"3,868,349.25"
Total Investment Profit After Tax,"1,253,941.67"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"8,858.51"
Weighted Cost (should be ~0),0.50
Weighted Investment Profit,"1,070,390.02"
Weighted Calculation Converged,Yes
