Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),120
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,254763.06
Extraction Timestamp,20250727_180018
Monthly Income,"12,000.00"
Total Investment Amount,"92,185.47"
Total Investment Final Value,"112,314.97"
Total Investment Profit After Tax,"9,236.11"
Effective Annual Return After Tax,1.71%
Weighted Monthly Payment (30 years),"8,542.02"
Weighted Cost (should be ~0),-0.86
Weighted Investment Profit,"351,159.39"
Weighted Calculation Converged,Yes
