Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),180
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,313673.77
Extraction Timestamp,20250727_230017
Monthly Income,"12,000.00"
Total Investment Amount,"679,311.91"
Total Investment Final Value,"1,171,934.84"
Total Investment Profit After Tax,"244,262.19"
Effective Annual Return After Tax,3.21%
Weighted Monthly Payment (30 years),"7,783.04"
Weighted Cost (should be ~0),-0.31
Weighted Investment Profit,"480,687.78"
Weighted Calculation Converged,Yes
