Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),300
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,597455.17
Extraction Timestamp,20250727_194346
Monthly Income,"12,000.00"
Total Investment Amount,"1,704,314.29"
Total Investment Final Value,"4,509,935.11"
Total Investment Profit After Tax,"1,510,480.05"
Effective Annual Return After Tax,3.48%
Weighted Monthly Payment (30 years),"7,757.56"
Weighted Cost (should be ~0),0.22
Weighted Investment Profit,"895,685.93"
Weighted Calculation Converged,Yes
