Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),156
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,248147.88
Extraction Timestamp,20250727_152036
Monthly Income,"12,000.00"
Total Investment Amount,"496,424.35"
Total Investment Final Value,"787,976.31"
Total Investment Profit After Tax,"141,987.98"
Effective Annual Return After Tax,3.13%
Weighted Monthly Payment (30 years),"7,697.67"
Weighted Cost (should be ~0),0.67
Weighted Investment Profit,"375,576.32"
Weighted Calculation Converged,Yes
