Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),192
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,180937.50
Extraction Timestamp,20250727_181610
Monthly Income,"12,000.00"
Total Investment Amount,"1,123,062.50"
Total Investment Final Value,"2,011,959.24"
Total Investment Profit After Tax,"444,245.83"
Effective Annual Return After Tax,3.22%
Weighted Monthly Payment (30 years),"5,842.46"
Weighted Cost (should be ~0),0.33
Weighted Investment Profit,"180,937.83"
Weighted Calculation Converged,Yes
