Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),324
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,605604.06
Extraction Timestamp,20250727_184736
Monthly Income,"12,000.00"
Total Investment Amount,"2,100,896.22"
Total Investment Final Value,"5,945,740.01"
Total Investment Profit After Tax,"2,096,801.69"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"7,078.40"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"787,103.49"
Weighted Calculation Converged,Yes
