Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),288
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,477298.98
Extraction Timestamp,20250727_150958
Monthly Income,"12,000.00"
Total Investment Amount,"1,774,399.68"
Total Investment Final Value,"4,475,579.92"
Total Investment Profit After Tax,"1,442,202.96"
Effective Annual Return After Tax,3.44%
Weighted Monthly Payment (30 years),"6,962.33"
Weighted Cost (should be ~0),-0.01
Weighted Investment Profit,"681,600.30"
Weighted Calculation Converged,Yes
