Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),192
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,414789.87
Extraction Timestamp,20250727_173443
Monthly Income,"12,000.00"
Total Investment Amount,"758,387.38"
Total Investment Final Value,"1,318,670.93"
Total Investment Profit After Tax,"279,095.34"
Effective Annual Return After Tax,3.05%
Weighted Monthly Payment (30 years),"8,055.39"
Weighted Cost (should be ~0),-0.36
Weighted Investment Profit,"545,612.26"
Weighted Calculation Converged,Yes
