Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),276
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,552972.37
Extraction Timestamp,20250727_161111
Monthly Income,"12,000.00"
Total Investment Amount,"1,317,752.91"
Total Investment Final Value,"3,329,889.65"
Total Investment Profit After Tax,"1,070,816.67"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"8,400.49"
Weighted Cost (should be ~0),0.86
Weighted Investment Profit,"994,247.94"
Weighted Calculation Converged,Yes
