Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),336
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,737187.50
Extraction Timestamp,20250727_181100
Monthly Income,"12,000.00"
Total Investment Amount,"2,294,812.50"
Total Investment Final Value,"6,434,480.96"
Total Investment Profit After Tax,"2,261,428.50"
Effective Annual Return After Tax,3.29%
Weighted Monthly Payment (30 years),"7,172.11"
Weighted Cost (should be ~0),-0.55
Weighted Investment Profit,"737,186.95"
Weighted Calculation Converged,Yes
