Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),156
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,156
Total Mortgage Interest,512321.78
Extraction Timestamp,20250729_052053
Monthly Income,"12,000.00"
Total Investment Amount,"123,075.76"
Total Investment Final Value,"261,559.64"
Total Investment Profit After Tax,"69,339.21"
Effective Annual Return After Tax,5.22%
Weighted Monthly Payment (30 years),"10,375.52"
Weighted Cost (should be ~0),-0.21
Weighted Investment Profit,"867,535.28"
Weighted Calculation Converged,Yes
