Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),348
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,573865.89
Extraction Timestamp,20250727_230456
Monthly Income,"12,000.00"
Total Investment Amount,"2,405,576.65"
Total Investment Final Value,"7,535,497.15"
Total Investment Profit After Tax,"2,841,864.29"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"6,596.00"
Weighted Cost (should be ~0),-0.89
Weighted Investment Profit,"770,422.46"
Weighted Calculation Converged,Yes
