Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),300
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,1002120.57
Extraction Timestamp,20250727_225840
Monthly Income,"12,000.00"
Total Investment Amount,"1,064,836.58"
Total Investment Final Value,"2,828,611.76"
Total Investment Profit After Tax,"951,475.23"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"10,729.41"
Weighted Cost (should be ~0),0.05
Weighted Investment Profit,"1,535,163.48"
Weighted Calculation Converged,Yes
