Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),108
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,128749.18
Extraction Timestamp,20250727_172243
Monthly Income,"12,000.00"
Total Investment Amount,"10,707.94"
Total Investment Final Value,"18,859.80"
Total Investment Profit After Tax,"3,941.05"
Effective Annual Return After Tax,5.64%
Weighted Monthly Payment (30 years),"8,597.44"
Weighted Cost (should be ~0),-0.32
Weighted Investment Profit,"334,063.18"
Weighted Calculation Converged,Yes
