Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),360
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,712396.67
Extraction Timestamp,20250727_151306
Monthly Income,"12,000.00"
Total Investment Amount,"2,190,428.77"
Total Investment Final Value,"7,395,101.47"
Total Investment Profit After Tax,"2,912,091.37"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"7,690.58"
Weighted Cost (should be ~0),-0.16
Weighted Investment Profit,"1,129,571.07"
Weighted Calculation Converged,Yes
