Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),120
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,309906.32
Extraction Timestamp,20250728_110251
Monthly Income,"12,000.00"
Total Investment Amount,"5,812.59"
Total Investment Final Value,"6,114.94"
Total Investment Profit After Tax,132.76
Effective Annual Return After Tax,0.44%
Weighted Monthly Payment (30 years),"9,496.32"
Weighted Cost (should be ~0),-0.89
Weighted Investment Profit,"489,735.02"
Weighted Calculation Converged,Yes
