Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),300
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,366707.18
Extraction Timestamp,20250727_195900
Monthly Income,"12,000.00"
Total Investment Amount,"1,969,659.10"
Total Investment Final Value,"5,334,287.92"
Total Investment Profit After Tax,"1,814,658.15"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"6,323.52"
Weighted Cost (should be ~0),-0.38
Weighted Investment Profit,"630,340.52"
Weighted Calculation Converged,Yes
