Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),228
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,381795.87
Extraction Timestamp,20250727_191943
Monthly Income,"12,000.00"
Total Investment Amount,"1,252,476.67"
Total Investment Final Value,"2,508,804.45"
Total Investment Profit After Tax,"643,179.80"
Effective Annual Return After Tax,3.24%
Weighted Monthly Payment (30 years),"6,996.45"
Weighted Cost (should be ~0),-0.02
Weighted Investment Profit,"483,523.31"
Weighted Calculation Converged,Yes
