Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),300
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,785344.38
Extraction Timestamp,20250728_093244
Monthly Income,"12,000.00"
Total Investment Amount,"1,600,738.18"
Total Investment Final Value,"4,015,460.38"
Total Investment Profit After Tax,"1,293,344.82"
Effective Annual Return After Tax,3.28%
Weighted Monthly Payment (30 years),"8,591.19"
Weighted Cost (should be ~0),0.95
Weighted Investment Profit,"999,262.77"
Weighted Calculation Converged,Yes
