Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),156
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,334071.07
Extraction Timestamp,20250727_183742
Monthly Income,"12,000.00"
Total Investment Amount,"330,546.38"
Total Investment Final Value,"523,112.58"
Total Investment Profit After Tax,"93,794.88"
Effective Annual Return After Tax,3.10%
Weighted Monthly Payment (30 years),"8,745.39"
Weighted Cost (should be ~0),0.84
Weighted Investment Profit,"541,454.47"
Weighted Calculation Converged,Yes
