Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),192
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,523459.17
Extraction Timestamp,20250727_183953
Monthly Income,"12,000.00"
Total Investment Amount,"402,852.11"
Total Investment Final Value,"747,363.38"
Total Investment Profit After Tax,"173,118.82"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"9,852.20"
Weighted Cost (should be ~0),0.63
Weighted Investment Profit,"901,148.52"
Weighted Calculation Converged,Yes
