Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),288
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,424858.43
Extraction Timestamp,20250727_153405
Monthly Income,"12,000.00"
Total Investment Amount,"1,900,524.75"
Total Investment Final Value,"4,765,169.65"
Total Investment Profit After Tax,"1,528,381.16"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"6,409.35"
Weighted Cost (should be ~0),-0.16
Weighted Investment Profit,"555,475.09"
Weighted Calculation Converged,Yes
