Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),264
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,523146.35
Extraction Timestamp,20250727_161028
Monthly Income,"12,000.00"
Total Investment Amount,"1,227,380.26"
Total Investment Final Value,"2,962,759.66"
Total Investment Profit After Tax,"916,101.88"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"8,383.74"
Weighted Cost (should be ~0),0.72
Weighted Investment Profit,"940,620.46"
Weighted Calculation Converged,Yes
