Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),360
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,696714.45
Extraction Timestamp,20250727_230847
Monthly Income,"12,000.00"
Total Investment Amount,"2,252,322.78"
Total Investment Final Value,"7,540,153.74"
Total Investment Profit After Tax,"2,956,441.53"
Effective Annual Return After Tax,3.62%
Weighted Monthly Payment (30 years),"7,500.15"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"1,067,677.23"
Weighted Calculation Converged,Yes
