Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),240
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,240
Total Mortgage Interest,704229.73
Extraction Timestamp,20250729_021910
Monthly Income,"12,000.00"
Total Investment Amount,"600,695.81"
Total Investment Final Value,"1,703,214.43"
Total Investment Profit After Tax,"582,635.30"
Effective Annual Return After Tax,4.71%
Weighted Monthly Payment (30 years),"10,124.50"
Weighted Cost (should be ~0),0.18
Weighted Investment Profit,"1,328,132.22"
Weighted Calculation Converged,Yes
