Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),312
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,373187.70
Extraction Timestamp,20250727_193947
Monthly Income,"12,000.00"
Total Investment Amount,"2,147,179.23"
Total Investment Final Value,"6,034,317.09"
Total Investment Profit After Tax,"2,110,957.16"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"6,060.63"
Weighted Cost (should be ~0),0.18
Weighted Investment Profit,"596,820.95"
Weighted Calculation Converged,Yes
