Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),360
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,923452.39
Extraction Timestamp,20250728_110939
Monthly Income,"12,000.00"
Total Investment Amount,"2,133,033.46"
Total Investment Final Value,"6,745,636.13"
Total Investment Profit After Tax,"2,566,738.88"
Effective Annual Return After Tax,3.44%
Weighted Monthly Payment (30 years),"8,448.23"
Weighted Cost (should be ~0),0.80
Weighted Investment Profit,"1,186,967.34"
Weighted Calculation Converged,Yes
