Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),300
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,450665.87
Extraction Timestamp,20250727_225954
Monthly Income,"12,000.00"
Total Investment Amount,"1,658,924.65"
Total Investment Final Value,"4,677,070.10"
Total Investment Profit After Tax,"1,633,490.57"
Effective Annual Return After Tax,3.72%
Weighted Monthly Payment (30 years),"7,513.66"
Weighted Cost (should be ~0),-0.88
Weighted Investment Profit,"941,074.47"
Weighted Calculation Converged,Yes
