Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),6.0
Loan Term (months),360
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,1382061.93
Extraction Timestamp,20250729_054712
Monthly Income,"12,000.00"
Total Investment Amount,"1,592,853.95"
Total Investment Final Value,"6,097,984.68"
Total Investment Profit After Tax,"2,541,267.59"
Effective Annual Return After Tax,4.06%
Weighted Monthly Payment (30 years),"9,409.58"
Weighted Cost (should be ~0),-0.55
Weighted Investment Profit,"1,727,145.51"
Weighted Calculation Converged,Yes
