Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),348
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,819749.42
Extraction Timestamp,20250727_181048
Monthly Income,"12,000.00"
Total Investment Amount,"1,956,217.59"
Total Investment Final Value,"6,192,314.50"
Total Investment Profit After Tax,"2,350,172.91"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"8,416.86"
Weighted Cost (should be ~0),0.95
Weighted Investment Profit,"1,219,783.37"
Weighted Calculation Converged,Yes
