Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),204
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,203666.10
Extraction Timestamp,20250727_194934
Monthly Income,"12,000.00"
Total Investment Amount,"1,153,891.00"
Total Investment Final Value,"2,183,372.66"
Total Investment Profit After Tax,"519,758.87"
Effective Annual Return After Tax,3.32%
Weighted Monthly Payment (30 years),"6,187.66"
Weighted Cost (should be ~0),0.88
Weighted Investment Profit,"294,109.88"
Weighted Calculation Converged,Yes
