Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),204
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,268503.24
Extraction Timestamp,20250727_164515
Monthly Income,"12,000.00"
Total Investment Amount,"772,660.15"
Total Investment Final Value,"1,577,081.50"
Total Investment Profit After Tax,"409,150.24"
Effective Annual Return After Tax,3.73%
Weighted Monthly Payment (30 years),"8,038.76"
Weighted Cost (should be ~0),-0.26
Weighted Investment Profit,"675,339.59"
Weighted Calculation Converged,Yes
