Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),144
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,301620.80
Extraction Timestamp,20250727_181720
Monthly Income,"12,000.00"
Total Investment Amount,"259,160.45"
Total Investment Final Value,"386,764.49"
Total Investment Profit After Tax,"61,437.21"
Effective Annual Return After Tax,2.93%
Weighted Monthly Payment (30 years),"8,626.99"
Weighted Cost (should be ~0),0.17
Weighted Investment Profit,"468,839.71"
Weighted Calculation Converged,Yes
