Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),264
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,267845.63
Extraction Timestamp,20250727_195243
Monthly Income,"12,000.00"
Total Investment Amount,"1,781,210.99"
Total Investment Final Value,"4,167,710.66"
Total Investment Profit After Tax,"1,255,498.17"
Effective Annual Return After Tax,3.44%
Weighted Monthly Payment (30 years),"5,759.89"
Weighted Cost (should be ~0),0.00
Weighted Investment Profit,"386,789.02"
Weighted Calculation Converged,Yes
