Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),120
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,297055.64
Extraction Timestamp,20250728_095234
Monthly Income,"12,000.00"
Total Investment Amount,"59,624.43"
Total Investment Final Value,"68,590.75"
Total Investment Profit After Tax,"4,045.31"
Effective Annual Return After Tax,1.21%
Weighted Monthly Payment (30 years),"8,949.09"
Weighted Cost (should be ~0),0.23
Weighted Investment Profit,"404,896.37"
Weighted Calculation Converged,Yes
