Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),216
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,215758.30
Extraction Timestamp,20250727_174448
Monthly Income,"12,000.00"
Total Investment Amount,"1,074,883.24"
Total Investment Final Value,"2,217,226.07"
Total Investment Profit After Tax,"584,232.24"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"6,965.57"
Weighted Cost (should be ~0),0.68
Weighted Investment Profit,"517,117.44"
Weighted Calculation Converged,Yes
