Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),312
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,938688.24
Extraction Timestamp,20250727_184846
Monthly Income,"12,000.00"
Total Investment Amount,"1,492,936.30"
Total Investment Final Value,"3,909,376.54"
Total Investment Profit After Tax,"1,304,832.15"
Effective Annual Return After Tax,3.30%
Weighted Monthly Payment (30 years),"9,515.19"
Weighted Cost (should be ~0),-0.03
Weighted Investment Profit,"1,251,063.67"
Weighted Calculation Converged,Yes
