Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),360
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1031628.29
Extraction Timestamp,20250728_092649
Monthly Income,"12,000.00"
Total Investment Amount,"1,798,141.45"
Total Investment Final Value,"5,938,369.96"
Total Investment Profit After Tax,"2,314,101.20"
Effective Annual Return After Tax,3.58%
Weighted Monthly Payment (30 years),"9,504.43"
Weighted Cost (should be ~0),0.84
Weighted Investment Profit,"1,521,859.39"
Weighted Calculation Converged,Yes
