Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),204
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,408331.11
Extraction Timestamp,20250727_184014
Monthly Income,"12,000.00"
Total Investment Amount,"847,832.80"
Total Investment Final Value,"1,573,990.49"
Total Investment Profit After Tax,"365,969.04"
Effective Annual Return After Tax,3.22%
Weighted Monthly Payment (30 years),"7,999.27"
Weighted Cost (should be ~0),0.29
Weighted Investment Profit,"600,167.49"
Weighted Calculation Converged,Yes
