Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),360
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,971525.05
Extraction Timestamp,20250729_043832
Monthly Income,"12,000.00"
Total Investment Amount,"1,892,047.41"
Total Investment Final Value,"7,236,664.91"
Total Investment Profit After Tax,"3,014,272.68"
Effective Annual Return After Tax,4.05%
Weighted Monthly Payment (30 years),"7,996.52"
Weighted Cost (should be ~0),0.20
Weighted Investment Profit,"1,427,952.79"
Weighted Calculation Converged,Yes
