Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),324
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,333821.04
Extraction Timestamp,20250727_170915
Monthly Income,"12,000.00"
Total Investment Amount,"2,187,647.80"
Total Investment Final Value,"6,626,299.77"
Total Investment Profit After Tax,"2,434,567.00"
Effective Annual Return After Tax,3.69%
Weighted Monthly Payment (30 years),"6,096.43"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"700,352.22"
Weighted Calculation Converged,Yes
