Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),156
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,379093.60
Extraction Timestamp,20250728_090322
Monthly Income,"12,000.00"
Total Investment Amount,"334,338.84"
Total Investment Final Value,"504,209.17"
Total Investment Profit After Tax,"82,174.06"
Effective Annual Return After Tax,2.77%
Weighted Monthly Payment (30 years),"8,817.96"
Weighted Cost (should be ~0),0.36
Weighted Investment Profit,"537,661.52"
Weighted Calculation Converged,Yes
