Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),360
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,1150315.50
Extraction Timestamp,20250729_042657
Monthly Income,"12,000.00"
Total Investment Amount,"1,756,191.17"
Total Investment Final Value,"6,736,917.72"
Total Investment Profit After Tax,"2,809,687.86"
Effective Annual Return After Tax,4.06%
Weighted Monthly Payment (30 years),"8,618.31"
Weighted Cost (should be ~0),-0.22
Weighted Investment Profit,"1,563,808.62"
Weighted Calculation Converged,Yes
